"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.154324144E2,5.233261742E1,5.009749202E0,8.488343769E0,2.158665560E1,9.531504059E1,4.836759914E0,3.229596038E0
1.164324150E2,5.233259794E1,5.010078734E0,8.585685968E0,2.192272276E1,9.356784058E1,4.822359058E0,3.251059850E0
1.174324147E2,5.233258384E1,5.010408230E0,8.138634074E0,2.211344729E1,9.204695129E1,4.834151469E0,3.233499127E0
1.184324143E2,5.233257386E1,5.010742356E0,9.445992943E0,2.232494181E1,9.285515594E1,4.854191995E0,3.203335311E0
1.194324142E2,5.233256161E1,5.011078085E0,9.888714071E0,2.246131973E1,9.202578735E1,4.889585011E0,3.149046754E0
1.204324141E2,5.233255727E1,5.011404732E0,9.186897906E0,2.245937406E1,9.086577606E1,4.902371018E0,3.129104574E0
1.214324137E2,5.233255411E1,5.011742047E0,9.337213761E0,2.269409077E1,8.890528870E1,4.881734302E0,3.161203447E0
1.224324142E2,5.233256932E1,5.012058225E0,9.438528104E0,2.249828798E1,8.813446045E1,4.846775942E0,3.214545070E0
1.234324141E2,5.233257265E1,5.012387297E0,1.051250798E1,2.241274864E1,9.045374298E1,4.821696753E0,3.252042044E0
1.244324138E2,5.233258114E1,5.012718635E0,1.033259306E1,2.254676896E1,8.933544159E1,4.798640264E0,3.285968450E0
1.254324144E2,5.233258474E1,5.013051263E0,1.050928302E1,2.255155048E1,8.896096039E1,4.774461524E0,3.321001985E0
1.264324145E2,5.233258868E1,5.013382849E0,1.164792095E1,2.250217178E1,8.837525177E1,4.763891982E0,3.336146013E0
1.274324145E2,5.233259637E1,5.013710698E0,1.207739476E1,2.247482464E1,8.837525177E1,4.757430981E0,3.345353119E0
1.284324145E2,5.233259662E1,5.014048175E0,1.269663330E1,2.258314400E1,8.945675659E1,4.745261908E0,3.362592223E0
1.294324135E2,5.233260399E1,5.014377690E0,1.253804979E1,2.256611655E1,8.945675659E1,4.733404672E0,3.379262826E0
1.304324141E2,5.233260761E1,5.014706161E0,1.233649056E1,2.260752072E1,8.861670685E1,4.726097137E0,3.389475311E0
1.314324135E2,5.233261390E1,5.015037947E0,1.231351734E1,2.260312390E1,8.861670685E1,4.722569190E0,3.394389088E0
1.324324189E2,5.233261494E1,5.015369773E0,1.207040963E1,2.265134129E1,8.922320557E1,4.721159549E0,3.396349443E0
1.334324148E2,5.233262232E1,5.015702189E0,1.254914338E1,2.265157209E1,8.922320557E1,4.711860620E0,3.409238409E0
1.344324137E2,5.233262778E1,5.016036988E0,1.191146894E1,2.275670536E1,8.922320557E1,4.706833580E0,3.416175446E0
1.354324127E2,5.233263066E1,5.016376575E0,1.228117093E1,2.276769862E1,8.899382782E1,4.699776376E0,3.425877851E0
1.364324148E2,5.233263223E1,5.016708140E0,1.126302942E1,2.272617493E1,8.866334534E1,4.691308689E0,3.437464155E0
1.374324162E2,5.233263789E1,5.017045284E0,1.182672389E1,2.282845104E1,8.924813080E1,4.690679826E0,3.438322237E0
1.384324175E2,5.233263930E1,5.017380573E0,1.137194809E1,2.281523222E1,9.000000000E1,4.685960480E0,3.444751284E0
1.394324189E2,5.233264148E1,5.017715551E0,1.085899465E1,2.277204069E1,9.022148895E1,4.682718195E0,3.449157482E0
1.404324194E2,5.233264057E1,5.018052040E0,1.047771109E1,2.286290779E1,9.054422760E1,4.688102215E0,3.441835943E0
1.414324162E2,5.233264096E1,5.018387448E0,1.019150894E1,2.283651407E1,9.029777527E1,4.658089920E0,3.482346239E0
1.424324175E2,5.233263671E1,5.018728269E0,9.236657505E0,2.293332056E1,9.024010468E1,4.654664497E0,3.486923495E0
1.434324180E2,5.233263878E1,5.019065389E0,8.803395085E0,2.288194721E1,9.000000000E1,4.648391294E0,3.495281878E0
1.444324187E2,5.233263832E1,5.019398526E0,9.354752523E0,2.281850738E1,9.032103729E1,4.646838838E0,3.497345543E0
1.454324152E2,5.233263737E1,5.019728455E0,7.488502814E0,2.279850884E1,9.042018127E1,4.647075687E0,3.497030825E0
1.464324130E2,5.233263662E1,5.020063862E0,7.283179720E0,2.284108242E1,9.065501404E1,4.644925498E0,3.499886306E0
1.474324129E2,5.233262117E1,5.020393368E0,6.970059580E0,2.275713955E1,9.065501404E1,4.639260448E0,3.507392127E0
1.484324131E2,5.233261965E1,5.020724355E0,6.722551347E0,2.272790311E1,9.073277283E1,4.657697107E0,3.482871615E0
1.494324141E2,5.233263202E1,5.021067469E0,7.376827745E0,2.297415549E1,9.099210358E1,4.670199067E0,3.466089685E0
1.504324126E2,5.233262925E1,5.021402803E0,6.707256360E0,2.296449805E1,9.099210358E1,4.688019784E0,3.441948218E0
1.514324135E2,5.233262592E1,5.021742019E0,6.539322944E0,2.301725352E1,9.107826233E1,4.721335541E0,3.396104789E0
1.524324139E2,5.233261062E1,5.022082330E0,5.456069110E0,2.296304051E1,9.101447296E1,4.777171250E0,3.317102935E0
1.534324135E2,5.233260784E1,5.022409181E0,5.958918121E0,2.265715907E1,9.054972839E1,4.802766232E0,3.279934992E0
1.544324135E2,5.233259907E1,5.022739543E0,5.291482093E0,2.236041295E1,9.108638763E1,4.766590036E0,3.332289973E0
1.554324137E2,5.233259400E1,5.023046837E0,4.431451918E0,2.167241367E1,9.144641113E1,4.760756726E0,3.340618570E0
1.564324137E2,5.233258541E1,5.023341996E0,4.413032203E0,2.069079120E1,9.124224854E1,4.806458553E0,3.274521830E0
1.574324141E2,5.233258281E1,5.023637682E0,5.833573013E0,2.026306809E1,9.165396881E1,4.848541455E0,3.211881504E0
1.584324137E2,5.233258914E1,5.023914748E0,4.333509556E0,1.932931466E1,9.165396881E1,4.835254070E0,3.231850106E0
1.594324130E2,5.233257845E1,5.024169606E0,3.900833477E0,1.828619415E1,9.000000000E1,4.830491696E0,3.238963879E0
1.604324132E2,5.233259381E1,5.024413636E0,3.395049868E0,1.731256873E1,8.886827850E1,4.838176970E0,3.227472795E0
1.614324135E2,5.233259594E1,5.024641686E0,3.773515014E0,1.629285879E1,9.263604736E1,4.834855660E0,3.232446099E0
1.624324135E2,5.233257357E1,5.024858241E0,4.275357652E0,1.535359601E1,9.238000488E1,4.842175385E0,3.221470872E0
1.634324137E2,5.233256876E1,5.025047268E0,3.440250831E0,1.416509933E1,9.238000488E1,4.849147003E0,3.210967203E0
1.644324130E2,5.233257802E1,5.025222715E0,3.451793269E0,1.281552712E1,9.235546875E1,4.846282574E0,3.215288828E0
1.654324133E2,5.233256781E1,5.025385150E0,3.358151279E0,1.186103510E1,9.235546875E1,4.826781906E0,3.244489708E0
1.664324131E2,5.233256329E1,5.025543292E0,4.344333228E0,1.126395077E1,9.219709015E1,4.839074425E0,3.226127050E0
1.674324137E2,5.233255744E1,5.025695410E0,3.449318021E0,1.073821223E1,9.219709015E1,4.826313116E0,3.245187012E0
1.684324130E2,5.233255588E1,5.025852350E0,3.130527323E0,1.076262960E1,9.255704498E1,4.818642722E0,3.256565576E0
1.694324136E2,5.233255018E1,5.026028943E0,2.962863709E0,1.166712933E1,8.792238617E1,4.785051939E0,3.305724576E0
1.704324135E2,5.233253658E1,5.026214278E0,2.647978111E0,1.270985048E1,9.646686554E1,4.781200036E0,3.311293289E0
1.714324139E2,5.233252444E1,5.026427383E0,2.753408327E0,1.389584231E1,9.314701843E1,4.805473222E0,3.275967666E0
1.724324126E2,5.233251036E1,5.026652322E0,2.558782336E0,1.515331104E1,9.328574371E1,4.793734118E0,3.293121655E0
1.734324127E2,5.233250497E1,5.026881557E0,2.633191456E0,1.593918588E1,9.328574371E1,4.821970012E0,3.251636854E0
1.744324130E2,5.233249835E1,5.027123786E0,2.784759850E0,1.669326297E1,9.337325287E1,4.835468316E0,3.231529545E0
1.754324133E2,5.233249289E1,5.027382211E0,2.663002136E0,1.745193628E1,9.338287354E1,4.897185179E0,3.137214426E0
1.764324137E2,5.233248439E1,5.027655212E0,2.521146702E0,1.830131800E1,9.305461121E1,4.946338817E0,3.059128853E0
1.774324124E2,5.233247224E1,5.027950919E0,2.081105174E0,1.919088445E1,9.271950531E1,5.019336694E0,2.937821673E0
1.784324127E2,5.233245488E1,5.028229086E0,1.131386260E0,1.955293295E1,9.271950531E1,5.016682184E0,2.942352272E0
1.794324127E2,5.233245237E1,5.028529313E0,1.680182866E0,1.998277519E1,9.207326508E1,4.899989905E0,3.132831941E0
1.804324138E2,5.233244264E1,5.028823477E0,1.303741229E0,2.024906423E1,9.184291840E1,4.860373902E0,3.193947803E0
1.814324133E2,5.233243224E1,5.029116999E0,3.034885600E-2,2.053743509E1,9.129319000E1,4.840991402E0,3.223249800E0
1.824324127E2,5.233241954E1,5.029426778E0,-6.219388852E-1,2.073054494E1,9.129319000E1,4.862293487E0,3.191024769E0
1.834324129E2,5.233241113E1,5.029734900E0,4.767987262E-1,2.074474371E1,9.129319000E1,4.928266414E0,3.088159191E0
1.844324129E2,5.233238307E1,5.030036757E0,8.097306844E-1,2.079960063E1,1.028569946E2,5.014103717E0,2.946744127E0
1.854324130E2,5.233235785E1,5.030338822E0,1.484120772E0,2.102617983E1,9.940693473E1,4.977363634E0,3.008386326E0
1.864324127E2,5.233231664E1,5.030642973E0,1.384982121E0,2.145317772E1,1.023598239E2,5.017440908E0,2.941058273E0
1.874324127E2,5.233227401E1,5.030958739E0,1.307132226E0,2.204283150E1,1.036381429E2,5.030060983E0,2.919421781E0
1.884324120E2,5.233222231E1,5.031289564E0,1.271414337E0,2.260144722E1,1.050437377E2,4.957503884E0,3.041001854E0
1.894324119E2,5.233215979E1,5.031612719E0,1.302703590E0,2.280652594E1,1.099371948E2,4.936313282E0,3.075280185E0
1.904324119E2,5.233207516E1,5.031925206E0,1.221121435E0,2.290614215E1,1.112779541E2,4.939435071E0,3.070263541E0
1.914324119E2,5.233199891E1,5.032233978E0,1.058140035E0,2.284071152E1,1.123006363E2,4.929361196E0,3.086411384E0
1.924324123E2,5.233193424E1,5.032540479E0,8.715060763E-1,2.271899993E1,1.146292267E2,4.896654277E0,3.138043009E0
1.934324117E2,5.233183246E1,5.032836795E0,1.111931472E0,2.278032295E1,1.147987823E2,4.868574435E0,3.181433639E0
1.944324118E2,5.233174691E1,5.033139466E0,6.798163410E-1,2.280679227E1,1.142874756E2,4.849069054E0,3.211084917E0
1.954324124E2,5.233166479E1,5.033440457E0,1.610316915E0,2.277329926E1,1.138782806E2,4.842967702E0,3.220279626E0
1.964324125E2,5.233158520E1,5.033745497E0,1.019818898E0,2.276939092E1,1.127068405E2,4.830961036E0,3.238263809E0
1.974324118E2,5.233150652E1,5.034056028E0,8.648718549E-1,2.282637564E1,1.117978745E2,4.837080844E0,3.229115350E0
1.984324120E2,5.233143207E1,5.034365188E0,8.538621413E-1,2.280032071E1,1.107436523E2,4.839492858E0,3.225499328E0
1.994324121E2,5.233137048E1,5.034694029E0,5.723249307E-1,2.295481339E1,1.107436523E2,4.827320692E0,3.243688020E0
2.004324126E2,5.233130094E1,5.035001154E0,3.789336644E-1,2.287305081E1,1.100587234E2,4.818449086E0,3.256852075E0
2.014324114E2,5.233123439E1,5.035313306E0,6.773831351E-1,2.279274459E1,1.092211227E2,4.821812690E0,3.251870141E0
2.024324119E2,5.233116979E1,5.035628676E0,2.933780989E-1,2.276757963E1,1.083035355E2,4.822971213E0,3.250151644E0
2.034324120E2,5.233110728E1,5.035945913E0,2.611684883E-1,2.270181890E1,1.068644409E2,4.818888291E0,3.256202185E0
2.044324112E2,5.233105033E1,5.036253903E0,1.287172185E-1,2.255694926E1,1.068644409E2,4.800411965E0,3.283379661E0
2.054324112E2,5.233097774E1,5.036564132E0,1.608809922E-1,2.254214977E1,1.061403427E2,4.796205045E0,3.289521879E0
2.064324113E2,5.233092070E1,5.036885825E0,-1.632301901E-1,2.253224818E1,1.061403427E2,4.787241895E0,3.302552357E0
2.074324112E2,5.233086381E1,5.037206719E0,4.531358182E-2,2.249326491E1,1.061403427E2,4.782204946E0,3.309841822E0
2.084324124E2,5.233080821E1,5.037528411E0,-1.860084618E-1,2.251412498E1,1.055478134E2,4.777017754E0,3.317323984E0
2.094324112E2,5.233075334E1,5.037846686E0,-1.362498570E-2,2.247592371E1,1.064155960E2,4.775535655E0,3.319457220E0
2.104324113E2,5.233069484E1,5.038167142E0,-5.408959184E-1,2.247359476E1,1.068787231E2,4.773252689E0,3.322739202E0
