"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.306477678E1,5.233490522E1,4.868744798E0,-2.202175278E-2,1.542685062E0,9.227290221E1,4.786949136E0,3.302976688E0
8.406480956E1,5.233490573E1,4.868773273E0,1.295428844E-1,1.849766402E0,9.070168120E1,4.793193654E0,3.293908260E0
8.506483889E1,5.233490575E1,4.868804811E0,1.983031705E-1,2.040164132E0,9.364752996E1,4.789605704E0,3.299123252E0
8.606486845E1,5.233490746E1,4.868834994E0,1.126297163E-1,2.054198192E0,8.668791587E1,4.783939188E0,3.307334709E0
8.706489646E1,5.233490824E1,4.868869530E0,3.394859433E-1,2.179094107E0,8.934032324E1,4.785174493E0,3.305547171E0
8.806492352E1,5.233491611E1,4.868924447E0,8.923062319E-1,2.778643554E0,8.196359648E1,4.773243004E0,3.322753114E0
8.906494987E1,5.233491878E1,4.868958151E0,1.028294386E0,2.656730048E0,8.289570631E1,4.766498197E0,3.332421338E0
9.006497514E1,5.233491929E1,4.868996553E0,7.016188828E-1,2.445595152E0,8.581456216E1,4.762802270E0,3.337701540E0
9.106499982E1,5.233491836E1,4.869028974E0,5.059022401E-1,2.347617973E0,9.243198486E1,4.759972229E0,3.341736287E0
9.206502366E1,5.233492438E1,4.869068726E0,5.590465181E-1,2.397625243E0,8.232027836E1,4.755400356E0,3.348239013E0
9.306504655E1,5.233492961E1,4.869125939E0,2.565426640E-1,2.971234556E0,8.008889672E1,4.754012172E0,3.350209740E0
9.406506801E1,5.233494853E1,4.869177517E0,6.235438483E-1,3.418006695E0,6.513775999E1,4.752584788E0,3.352234309E0
9.506509030E1,5.233497413E1,4.869208970E0,6.198501317E-1,3.353005094E0,5.232510259E1,4.754130804E0,3.350041392E0
9.606511045E1,5.233499778E1,4.869254919E0,1.163156983E-1,3.714005982E0,5.074689417E1,4.756430830E0,3.346774984E0
9.706513286E1,5.233500651E1,4.869311068E0,1.431302521E-1,3.791343553E0,6.462540851E1,4.759631842E0,3.342221082E0
9.806515121E1,5.233499996E1,4.869374806E0,4.049181193E-2,3.958965470E0,8.481920686E1,4.759842514E0,3.341921045E0
9.906517124E1,5.233499671E1,4.869440100E0,1.589990659E-1,4.234154871E0,9.268075832E1,4.757452393E0,3.345322670E0
1.000651896E2,5.233499752E1,4.869500989E0,-5.498202704E-2,4.241197146E0,9.029075852E1,4.756834516E0,3.346201193E0
1.010652077E2,5.233499593E1,4.869562406E0,-4.365376262E-1,4.264106122E0,9.067821442E1,4.757293568E0,3.345548527E0
